battery_id,cycle_number,start_time_iso,ambient_temperature,duration_s,v_start,v_end,v_min,v_max,v_mean,v_drop,v_std,voltage_slope,v_skew,dc_internal_resistance,i_mean,i_min,i_max,t_start,t_end,t_min,t_max,t_mean,temp_rise,temp_rise_rate,temp_std,energy_wh,re_electrolyte_ohms,rct_charge_transfer_ohms,capacity_ah,nominal_capacity_ah,soh_pct,soh_first_cycle_pct,eol_cycle_80,rul_80,eol_cycle_70,rul_70
B0005,161,2008-05-25T20:23:04,24.0,2802.42,4.1957,3.607,2.6309,4.1957,3.4649,1.5648,0.2359,0.00021,-0.3816,0.11155,-1.6818,-2.0177,0.0043,23.79,34.3,23.79,41.07,33.32,17.28,0.006167,4.449,4.5154,0.060521,0.087536,1.30341,2.0,65.171,70.208,75,0,125,0.0
B0005,162,2008-05-26T01:13:02,24.0,2801.62,4.1956,3.6149,2.6733,4.1956,3.4679,1.5222,0.2326,0.0002073,-0.3354,0.11157,-1.6751,-2.016,0.0021,23.84,34.13,23.83,41.02,33.34,17.19,0.006135,4.418,4.4982,0.059827,0.088538,1.29789,2.0,64.894,69.911,75,0,125,0.0
B0005,163,2008-05-26T06:01:08,24.0,2802.03,4.1961,3.6109,2.6328,4.1961,3.464,1.5633,0.2358,0.0002088,-0.3803,0.1121,-1.6754,-2.0171,0.0015,23.75,34.14,23.74,41.06,33.29,17.31,0.006178,4.453,4.495,0.057944,0.088905,1.29807,2.0,64.904,69.921,75,0,125,0.0
B0005,164,2008-05-26T10:44:38,24.0,2793.39,4.1966,3.6156,2.6687,4.1966,3.4665,1.5279,0.2333,0.000208,-0.3348,0.11209,-1.6745,-2.0182,0.0017,23.74,34.08,23.74,40.98,33.28,17.24,0.006173,4.44,4.4805,0.061759,0.084721,1.29346,2.0,64.673,69.673,75,0,125,0.0
B0005,165,2008-05-26T15:30:43,24.0,2793.39,4.1956,3.6212,2.6964,4.1956,3.4685,1.4992,0.231,0.0002056,-0.3097,0.11212,-1.6674,-2.0189,0.0027,23.8,33.99,23.8,40.98,33.32,17.18,0.00615,4.419,4.4624,0.058989,0.085736,1.288,2.0,64.4,69.379,75,0,125,0.0
B0005,166,2008-05-26T20:21:04,24.0,2792.49,4.1959,3.6192,2.6795,4.1959,3.4668,1.5164,0.2324,0.0002065,-0.3277,0.11212,-1.6675,-2.0238,0.0027,23.85,34.06,23.85,41.06,33.37,17.21,0.006165,4.433,4.4587,0.05763,0.087424,1.28745,2.0,64.373,69.349,75,0,125,0.0
B0005,167,2008-05-27T15:52:41,24.0,2802.02,4.1848,3.5954,2.6787,4.1848,3.4711,1.5061,0.2298,0.0002104,-0.3362,0.10928,-1.6889,-2.0173,0.0013,24.93,34.56,24.92,41.05,33.71,16.11,0.00575,4.153,4.547,0.057824,0.089757,1.30902,2.0,65.451,70.51,75,0,125,0.0
B0005,168,2008-05-27T20:45:42,24.0,2820.39,4.202,3.5899,2.6554,4.202,3.4755,1.5466,0.2356,0.000217,-0.3299,0.1088,-1.6979,-2.0177,0.0033,25.09,34.41,25.09,41.05,33.87,15.96,0.005658,4.009,4.6109,0.057824,0.089757,1.32508,2.0,66.254,71.376,75,0,125,0.0
B0006,1,2008-04-02T15:25:41,24.0,3690.23,4.1798,2.4758,2.4758,4.1798,3.5569,1.704,0.226,0.0004618,-1.012,0.10589,-1.9905,-2.0155,0.0004,24.28,39.16,24.28,39.16,32.14,14.89,0.004034,3.452,7.2595,,,2.03534,2.0,101.767,100.0,63,62,109,108.0
B0006,2,2008-04-02T19:43:48,24.0,3672.34,4.1773,2.3515,2.3515,4.1773,3.5615,1.8258,0.2314,0.0004972,-1.2858,0.1029,-1.9903,-2.0149,-0.0002,24.65,39.25,24.64,39.25,32.29,14.6,0.003975,3.395,7.2335,,,2.02514,2.0,101.257,99.499,63,61,109,107.0
B0006,3,2008-04-03T00:01:06,24.0,3651.64,4.1778,2.4405,2.4405,4.1781,3.5668,1.7373,0.2235,0.0004758,-1.0532,0.10213,-1.9899,-2.0144,-0.0007,24.7,39.0,24.7,39.0,32.24,14.3,0.003915,3.35,7.2024,,,2.01333,2.0,100.666,98.919,63,60,109,106.0
B0006,4,2008-04-03T04:16:37,24.0,3631.56,4.1784,2.4792,2.4792,4.1786,3.5688,1.6992,0.221,0.0004679,-0.9639,0.1016,-1.9896,-2.0142,0.0002,24.65,38.84,24.65,38.84,32.15,14.19,0.003908,3.341,7.1659,,,2.01328,2.0,100.664,98.916,63,59,109,105.0
B0006,5,2008-04-03T08:33:25,24.0,3629.17,4.178,2.2802,2.2802,4.1782,3.564,1.8978,0.235,0.0005229,-1.4045,0.10146,-1.9895,-2.014,-0.0011,24.63,38.98,24.63,38.98,32.07,14.34,0.003952,3.336,7.1518,,,2.00053,2.0,100.026,98.29,63,58,109,104.0
B0006,6,2008-04-03T12:55:10,24.0,3652.28,4.1932,2.4393,2.4393,4.1932,3.5736,1.7539,0.2255,0.0004802,-0.9814,0.10179,-1.9901,-2.0152,-0.0015,24.34,38.84,24.34,38.84,32.03,14.5,0.003969,3.407,7.2176,,,2.0139,2.0,100.695,98.947,63,57,109,103.0
B0006,7,2008-04-03T17:17:16,24.0,3650.83,4.1937,2.2812,2.2812,4.1937,3.5711,1.9125,0.236,0.0005238,-1.3133,0.10146,-1.9901,-2.0145,-0.0031,24.43,39.05,24.43,39.05,32.11,14.62,0.004003,3.418,7.2103,,,2.0131,2.0,100.655,98.907,63,56,109,102.0
B0006,8,2008-04-03T21:28:14,24.0,3572.45,4.1768,2.3664,2.3664,4.1768,3.5682,1.8104,0.2269,0.0005068,-1.1794,0.10074,-1.9891,-2.0147,-0.0008,24.65,38.88,24.65,38.88,32.11,14.22,0.003982,3.361,7.0475,,,1.96879,2.0,98.439,96.73,63,55,109,101.0
B0006,9,2008-04-04T01:38:15,24.0,3550.59,4.1762,2.436,2.436,4.1764,3.5693,1.7401,0.2226,0.0004901,-1.0314,0.10091,-1.9892,-2.0151,-0.001,24.56,38.73,24.56,38.73,32.04,14.16,0.003988,3.363,7.0069,,,1.96817,2.0,98.408,96.7,63,54,109,100.0
B0006,10,2008-04-04T05:48:08,24.0,3551.25,4.1769,2.1864,2.1864,4.1769,3.5634,1.9905,0.2403,0.0005605,-1.5847,0.10081,-1.9892,-2.0155,0.0001,24.53,38.99,24.52,38.99,32.0,14.46,0.004072,3.386,6.997,,,1.95723,2.0,97.862,96.162,63,53,109,99.0
B0006,11,2008-04-04T09:57:19,24.0,3530.25,4.1776,2.3406,2.3406,4.1776,3.5667,1.837,0.2288,0.0005204,-1.2074,0.10089,-1.9891,-2.0141,-0.0021,24.41,38.66,24.41,38.66,31.87,14.25,0.004036,3.379,6.962,,,1.9456,2.0,97.28,95.591,63,52,109,98.0
B0006,12,2008-04-04T17:56:27,24.0,3491.02,4.1779,2.4263,2.4263,4.178,3.5687,1.7516,0.2245,0.0005017,-1.0271,0.10089,-1.9888,-2.0135,-0.001,24.67,38.85,24.67,38.85,32.12,14.18,0.004063,3.381,6.8871,,,1.93475,2.0,96.738,95.058,63,51,109,97.0
B0006,13,2008-04-04T22:01:54,24.0,3470.28,4.1761,2.4754,2.4754,4.1763,3.5692,1.7008,0.2216,0.0004901,-0.9223,0.10062,-1.9887,-2.0149,-0.0003,24.83,38.75,24.82,38.75,32.11,13.92,0.004011,3.339,6.8474,,,1.92328,2.0,96.164,94.494,63,50,109,96.0
B0006,14,2008-04-05T02:20:26,24.0,3470.0,4.1778,2.3424,2.3424,4.178,3.5659,1.8354,0.2299,0.0005289,-1.1743,0.1009,-1.9887,-2.0144,-0.0004,24.63,38.77,24.63,38.77,31.99,14.14,0.004074,3.374,6.8407,,,1.91189,2.0,95.594,93.935,63,49,109,95.0
B0006,15,2008-04-05T06:25:01,24.0,3450.3,4.1771,2.1884,2.1884,4.1774,3.5612,1.9887,0.2404,0.0005764,-1.5094,0.10131,-1.9888,-2.0145,-0.0011,24.46,38.85,24.45,38.85,31.88,14.38,0.004169,3.409,6.7938,,,1.90107,2.0,95.053,93.403,63,48,109,94.0
B0006,16,2008-04-05T10:30:32,24.0,3429.41,4.1755,2.1207,2.1207,4.1756,3.5579,2.0548,0.2445,0.0005992,-1.6525,0.10161,-1.9886,-2.0147,-0.0038,24.27,38.87,24.27,38.87,31.77,14.6,0.004256,3.442,6.7457,,,1.8892,2.0,94.46,92.82,63,47,109,93.0
B0006,17,2008-04-05T14:34:41,24.0,3409.48,4.1774,2.37,2.37,4.1776,3.5628,1.8074,0.229,0.0005301,-1.0938,0.10151,-1.9885,-2.0159,0.001,24.35,38.65,24.35,38.65,31.79,14.29,0.004192,3.422,6.7154,,,1.87828,2.0,93.914,92.283,63,46,109,92.0
B0006,18,2008-04-05T18:39:25,24.0,3390.42,4.1764,2.248,2.248,4.1764,3.5592,1.9284,0.2363,0.0005688,-1.3377,0.10175,-1.9883,-2.0143,0.0003,24.38,38.79,24.38,38.79,31.83,14.41,0.00425,3.439,6.671,,,1.86757,2.0,93.378,91.757,63,45,109,91.0
B0006,19,2008-04-05T22:46:35,24.0,3390.28,4.1771,2.8844,2.4115,4.1775,3.5581,1.7656,0.2325,0.0003813,-1.0175,0.10197,-1.9775,-2.0159,-0.0023,24.47,38.77,24.46,38.77,31.89,14.3,0.004219,3.452,6.6492,,,1.86759,2.0,93.379,91.758,63,44,109,90.0
B0006,20,2008-04-18T21:10:19,24.0,3591.73,4.1746,2.2034,2.2034,4.1746,3.5659,1.9712,0.2367,0.0005488,-1.5213,0.10028,-1.9892,-2.0202,0.001,24.51,37.54,24.51,37.54,31.51,13.03,0.003628,3.104,7.0816,0.061234,0.078542,1.97963,2.0,98.981,97.263,63,43,109,89.0
B0006,21,2008-04-19T02:29:09,24.0,3552.3,4.1752,2.3589,2.3589,4.1752,3.5708,1.8163,0.2258,0.0005113,-1.1615,0.09989,-1.989,-2.0141,-0.0003,24.91,37.9,24.91,37.9,31.87,12.99,0.003658,3.135,7.0129,0.06063,0.078024,1.95755,2.0,97.877,96.178,63,42,109,88.0
B0006,22,2008-04-19T07:47:15,24.0,3531.58,4.1772,2.2187,2.2187,4.1772,3.5667,1.9585,0.2346,0.0005546,-1.4312,0.10058,-1.9887,-2.014,-0.0012,24.57,37.67,24.57,37.67,31.54,13.1,0.003709,3.138,6.9635,0.06086,0.078402,1.94582,2.0,97.291,95.602,63,41,109,87.0
B0006,23,2008-04-19T13:01:42,24.0,3492.91,4.1765,2.3397,2.3397,4.1767,3.5668,1.8368,0.2276,0.0005259,-1.1681,0.10126,-1.9885,-2.0149,0.0005,24.23,37.34,24.22,37.34,31.22,13.12,0.003755,3.158,6.8868,0.060065,0.078071,1.92425,2.0,96.212,94.542,63,40,109,86.0
B0006,24,2008-04-19T18:27:29,24.0,3511.59,4.19,2.3998,2.3998,4.1904,3.5711,1.7903,0.2275,0.0005098,-0.9849,0.10155,-1.9886,-2.0136,-0.0024,24.04,37.29,24.03,37.29,31.12,13.25,0.003773,3.191,6.9313,0.059131,0.077956,1.94598,2.0,97.299,95.61,63,39,109,85.0
B0006,25,2008-04-19T23:41:55,24.0,3431.94,4.177,2.4914,2.4914,4.177,3.5666,1.6856,0.2207,0.0004911,-0.8566,0.102,-1.9881,-2.0143,-0.0016,24.02,37.17,24.02,37.17,31.03,13.15,0.003832,3.178,6.7646,0.060597,0.079382,1.90141,2.0,95.07,93.42,63,38,109,84.0
B0006,26,2008-04-20T04:54:41,24.0,3431.12,4.1735,2.7669,2.1387,4.1735,3.5527,2.0347,0.2476,0.0004099,-1.5896,0.10222,-1.9773,-2.0138,-0.0013,23.9,37.52,23.9,37.52,31.0,13.61,0.003967,3.252,6.7184,0.060436,0.079494,1.87867,2.0,93.934,92.303,63,37,109,83.0
B0006,27,2008-04-20T10:16:28,24.0,3412.41,4.1761,2.8356,2.3461,4.1765,3.5561,1.83,0.235,0.0003928,-1.147,0.10282,-1.9772,-2.0221,-0.0003,23.82,37.24,23.82,37.24,30.92,13.42,0.003934,3.251,6.688,0.059882,0.078712,1.86831,2.0,93.415,91.793,63,36,109,82.0
B0006,28,2008-04-20T15:37:05,24.0,3410.69,4.1763,2.9284,2.3273,4.1763,3.5505,1.8489,0.2406,0.0003659,-1.1671,0.10314,-1.966,-2.0195,0.0002,23.76,37.1,23.76,37.27,30.93,13.51,0.003961,3.294,6.6401,0.060587,0.079895,1.85602,2.0,92.801,91.19,63,35,109,81.0
B0006,29,2008-04-20T20:50:38,24.0,3410.72,4.1729,3.0771,2.4863,4.1729,3.546,1.6865,0.2354,0.0003213,-0.8636,0.10326,-1.9446,-2.0146,0.0012,23.78,36.54,23.77,37.21,31.01,13.43,0.003937,3.341,6.5637,0.060908,0.079749,1.8452,2.0,92.26,90.658,63,34,109,80.0
B0006,30,2008-04-21T02:15:02,24.0,3392.72,4.1882,2.8196,2.2922,4.1882,3.5543,1.896,0.2427,0.0004034,-1.172,0.1035,-1.9769,-2.0145,0.0018,23.77,37.5,23.76,37.5,30.97,13.73,0.004047,3.317,6.645,0.060369,0.080145,1.85723,2.0,92.861,91.249,63,33,109,79.0
B0006,31,2008-04-22T15:33:49,24.0,3470.67,4.1898,2.4343,2.4343,4.19,3.5559,1.7555,0.2208,0.0005058,-0.8614,0.09808,-1.9998,-2.0151,-0.0028,23.75,37.25,23.74,37.25,31.1,13.5,0.003891,3.253,6.8587,0.062091,0.081643,1.92478,2.0,96.239,94.568,63,32,109,78.0
B0006,32,2008-04-22T20:26:18,24.0,3414.11,4.1869,2.9188,2.4726,4.187,3.5537,1.7143,0.2237,0.0003715,-0.8353,0.09679,-1.9884,-2.0247,0.0002,24.2,37.28,24.19,37.4,31.31,13.2,0.003867,3.157,6.7173,0.06232,0.080212,1.88223,2.0,94.112,92.478,63,31,109,77.0
B0006,33,2008-04-23T01:18:11,24.0,3395.22,4.1864,2.974,2.4034,4.1865,3.5453,1.783,0.2322,0.0003571,-0.9419,0.09736,-1.9771,-2.0145,-0.0014,23.97,37.05,23.96,37.29,31.13,13.31,0.003921,3.211,6.631,0.061891,0.081208,1.85528,2.0,92.764,91.153,63,30,109,76.0
B0006,34,2008-04-23T06:18:19,24.0,3386.0,4.1877,3.0334,2.4007,4.1877,3.5384,1.787,0.2362,0.0003409,-0.9178,0.09846,-1.9657,-2.0141,0.0012,23.52,36.49,23.52,37.08,30.83,13.56,0.004005,3.273,6.5666,0.061716,0.081502,1.83925,2.0,91.963,90.366,63,29,109,75.0
B0006,35,2008-04-23T11:08:00,24.0,3368.19,4.1839,3.0617,2.3194,4.1842,3.5298,1.8645,0.2439,0.0003332,-1.0207,0.09867,-1.9542,-2.0132,0.0012,23.53,36.17,23.53,36.98,30.76,13.45,0.003993,3.263,6.4829,0.061999,0.081388,1.81854,2.0,90.927,89.348,63,28,109,74.0
B0006,36,2008-04-23T16:06:25,24.0,3368.27,4.1867,3.0864,2.3402,4.1868,3.5301,1.8465,0.2443,0.0003267,-0.9681,0.0985,-1.9491,-2.0143,0.0007,23.95,36.69,23.95,37.6,31.3,13.65,0.004053,3.326,6.468,0.062504,0.081691,1.81348,2.0,90.674,89.1,63,27,109,73.0
B0006,37,2008-04-23T21:02:58,24.0,3358.72,4.1864,3.1378,2.383,4.1865,3.5249,1.8034,0.2438,0.0003122,-0.8718,0.09927,-1.9374,-2.0149,0.001,23.72,36.31,23.72,37.34,31.06,13.61,0.004053,3.354,6.4038,0.062014,0.081316,1.7971,2.0,89.855,88.295,63,26,109,72.0
B0006,38,2008-04-24T01:51:33,24.0,3339.5,4.1845,3.1501,2.3519,4.1847,3.5191,1.8327,0.2467,0.0003098,-0.9015,0.10006,-1.9313,-2.014,0.0009,23.51,36.06,23.51,37.39,30.97,13.89,0.004158,3.401,6.3387,0.06183,0.081204,1.781,2.0,89.05,87.504,63,25,109,71.0
B0006,39,2008-04-24T06:50:00,24.0,3331.26,4.186,3.1739,2.3535,4.1861,3.5152,1.8325,0.2478,0.0003038,-0.8741,0.10071,-1.9254,-2.0136,0.0004,23.26,36.02,23.24,37.35,30.83,14.09,0.00423,3.474,6.2976,0.062827,0.083472,1.77101,2.0,88.551,87.013,63,24,109,70.0
B0006,40,2008-04-24T11:49:24,24.0,3321.19,4.186,3.1972,2.3948,4.1864,3.514,1.7912,0.2462,0.0002977,-0.8047,0.10077,-1.9198,-2.0146,0.0009,23.41,35.91,23.41,37.59,31.08,14.17,0.004268,3.525,6.2587,0.063498,0.083855,1.76047,2.0,88.024,86.495,63,23,109,69.0
B0006,41,2008-04-24T16:45:56,24.0,3321.84,4.1857,3.2276,2.4419,4.1857,3.5141,1.7438,0.2438,0.0002884,-0.7241,0.10036,-1.9087,-2.0156,0.0015,23.99,36.36,23.99,38.21,31.69,14.21,0.004279,3.541,6.2252,0.060945,0.082016,1.75029,2.0,87.515,85.995,63,22,109,68.0
B0006,42,2008-04-24T21:38:11,24.0,3311.83,4.185,3.2309,2.3918,4.185,3.5096,1.7931,0.2482,0.0002881,-0.7791,0.10046,-1.9028,-2.0141,-0.001,24.23,36.5,24.22,38.34,31.88,14.11,0.004262,3.526,6.1814,0.063918,0.082166,1.73949,2.0,86.975,85.465,63,21,109,67.0
B0006,43,2008-04-25T12:03:44,24.0,3327.39,4.1755,3.1996,2.3166,4.1756,3.5111,1.8589,0.2573,0.0002933,-0.9453,0.10785,-1.9093,-2.0139,0.0006,23.93,36.99,23.93,38.52,31.54,14.59,0.004385,3.635,6.229,0.062237,0.082275,1.75468,2.0,87.734,86.211,63,20,109,66.0
B0006,44,2008-04-25T20:03:55,24.0,3312.08,4.1916,3.1898,2.4111,4.1917,3.5159,1.7805,0.246,0.0003025,-0.7712,0.10086,-1.9306,-2.0165,0.0006,23.8,36.81,23.8,38.04,31.42,14.24,0.004298,3.508,6.2772,0.062237,0.082275,1.76594,2.0,88.297,86.764,63,19,109,65.0
B0006,45,2008-04-26T01:04:35,24.0,3293.17,4.1854,3.25,2.451,4.1855,3.5059,1.7344,0.2443,0.0002841,-0.6839,0.10191,-1.9071,-2.0144,0.0007,23.33,35.95,23.33,37.93,31.16,14.61,0.004436,3.626,6.1502,0.062031,0.083192,1.73379,2.0,86.689,85.184,63,18,109,64.0
B0006,46,2008-04-26T05:57:35,24.0,3275.33,4.1839,3.2762,2.4712,4.1842,3.501,1.7127,0.2435,0.0002771,-0.6357,0.10278,-1.8954,-2.0137,0.0006,23.23,35.81,23.23,37.88,31.16,14.66,0.004475,3.669,6.0712,0.062506,0.084268,1.71333,2.0,85.666,84.179,63,17,109,63.0
B0006,47,2008-04-26T10:58:25,24.0,3265.02,4.1855,3.2892,2.471,4.1858,3.4974,1.7145,0.2446,0.0002745,-0.615,0.10319,-1.8893,-2.0152,0.0013,23.21,35.73,23.2,38.07,31.21,14.86,0.00455,3.72,6.0272,0.062615,0.083972,1.70241,2.0,85.12,83.643,63,16,109,62.0
B0006,48,2008-04-29T12:15:56,24.0,3328.94,4.1729,2.935,2.4288,4.1729,3.5389,1.7441,0.231,0.0003719,-0.9487,0.09678,-1.9819,-2.0148,0.0009,26.6,39.57,26.6,39.79,33.61,13.19,0.003961,3.154,6.5041,0.062615,0.083972,1.82372,2.0,91.186,89.603,63,15,109,61.0
B0006,49,2008-04-29T17:05:27,24.0,3329.27,4.1869,3.0134,2.3551,4.187,3.5327,1.8317,0.2418,0.0003525,-0.9663,0.09752,-1.9653,-2.0141,0.0014,25.61,38.78,25.59,39.21,32.86,13.6,0.004085,3.301,6.4468,0.064572,0.080342,1.80813,2.0,90.406,88.837,63,14,109,60.0
B0006,50,2008-04-29T22:00:04,24.0,3301.58,4.1865,3.0982,2.3659,4.1865,3.5212,1.8206,0.2452,0.0003296,-0.8873,0.09925,-1.9471,-2.0135,0.0013,24.79,37.86,24.79,38.67,32.21,13.88,0.004204,3.401,6.3179,0.063686,0.082364,1.77576,2.0,88.788,87.247,63,13,109,59.0
B0006,51,2008-04-30T02:43:55,24.0,3283.56,4.1822,3.1673,2.3482,4.1823,3.5093,1.834,0.2486,0.0003091,-0.8687,0.10039,-1.9242,-2.0144,0.0012,24.3,37.12,24.3,38.52,31.97,14.22,0.00433,3.52,6.1943,0.062912,0.082141,1.74474,2.0,87.237,85.722,63,12,109,58.0
B0006,52,2008-04-30T07:41:42,24.0,3275.12,4.1857,3.2287,2.4695,4.186,3.5072,1.7163,0.2425,0.0002922,-0.6505,0.10153,-1.9124,-2.014,0.0023,23.99,36.58,23.98,38.29,31.74,14.3,0.004367,3.576,6.1356,0.063667,0.08297,1.72921,2.0,86.46,84.959,63,11,109,57.0
B0006,53,2008-04-30T12:28:49,24.0,3265.66,4.1836,3.2596,2.4667,4.1837,3.5009,1.7169,0.2431,0.0002829,-0.6304,0.10216,-1.895,-2.0144,0.0008,24.0,36.44,24.0,38.52,31.88,14.53,0.004448,3.656,6.0542,0.064546,0.083906,1.70811,2.0,85.405,83.923,63,10,109,56.0
B0006,54,2008-04-30T17:20:16,24.0,3266.09,4.1843,3.2774,2.4483,4.1844,3.4973,1.736,0.2454,0.0002777,-0.6319,0.10231,-1.8837,-2.0147,0.0,24.3,36.53,24.3,38.95,32.24,14.66,0.004488,3.673,6.0133,0.064417,0.083321,1.6976,2.0,84.88,83.406,63,9,109,55.0
B0006,55,2008-04-30T22:14:54,24.0,3257.59,4.1847,3.3095,2.4745,4.1847,3.4929,1.7102,0.2439,0.0002687,-0.5709,0.10339,-1.8717,-2.0151,0.0029,24.11,36.06,24.11,38.73,32.07,14.63,0.00449,3.683,5.9512,0.065174,0.084782,1.68206,2.0,84.103,82.643,63,8,109,54.0
B0006,56,2008-05-01T03:15:33,24.0,3248.59,4.1858,3.3229,2.4691,4.1858,3.4887,1.7167,0.2449,0.0002656,-0.5593,0.1041,-1.8655,-2.0164,0.0008,23.98,35.94,23.98,38.75,32.03,14.77,0.004547,3.748,5.9069,0.063595,0.084185,1.67148,2.0,83.574,82.123,63,7,109,53.0
B0006,57,2008-05-01T08:16:03,24.0,3238.77,4.1854,3.3269,2.4177,4.1857,3.4823,1.7677,0.2489,0.0002651,-0.6114,0.10486,-1.8593,-2.014,0.0013,23.82,35.89,23.82,38.84,31.98,15.02,0.004637,3.803,5.86,0.065285,0.08605,1.66076,2.0,83.038,81.596,63,6,109,52.0
B0006,58,2008-05-01T13:14:24,24.0,3240.14,4.1845,3.3364,2.3775,4.1849,3.4776,1.8069,0.2515,0.0002617,-0.6494,0.10555,-1.8482,-2.0143,0.0,23.94,35.96,23.94,39.22,32.24,15.28,0.004715,3.886,5.8207,0.066534,0.086748,1.65112,2.0,82.556,81.123,63,5,109,51.0
B0006,59,2008-05-01T18:11:10,24.0,3230.11,4.1845,3.3562,2.4437,4.1846,3.4787,1.7408,0.2474,0.0002564,-0.5532,0.10497,-1.8416,-2.0171,0.0008,24.46,36.04,24.44,39.47,32.56,15.01,0.004647,3.785,5.7824,0.066341,0.087206,1.64013,2.0,82.007,80.583,63,4,109,50.0
B0006,60,2008-05-01T23:10:15,24.0,3229.78,4.1845,3.3715,2.4324,4.1846,3.474,1.752,0.2478,0.0002517,-0.5526,0.10604,-1.8298,-2.0153,0.0023,24.25,35.71,24.24,39.35,32.49,15.1,0.004675,3.836,5.7366,0.06591,0.087128,1.6292,2.0,81.46,80.046,63,3,109,49.0
B0006,61,2008-05-02T03:53:34,24.0,3212.47,4.1811,3.396,2.4941,4.1812,3.4718,1.687,0.2423,0.0002444,-0.4714,0.10661,-1.8171,-2.0264,0.0026,24.11,35.37,24.11,39.32,32.43,15.2,0.004733,3.871,5.6601,0.066056,0.087563,1.60885,2.0,80.442,79.046,63,2,109,48.0
B0006,62,2008-05-02T08:44:40,24.0,3213.22,4.1824,3.3939,2.3823,4.1826,3.4632,1.8001,0.2504,0.0002454,-0.5915,0.10775,-1.8112,-2.0143,0.0017,23.93,35.19,23.93,39.47,32.3,15.54,0.004837,3.928,5.6291,0.065903,0.088209,1.60352,2.0,80.176,78.784,63,1,109,47.0
B0006,63,2008-05-02T13:43:05,24.0,3203.58,4.1838,3.3978,2.4067,4.184,3.4635,1.7772,0.2488,0.0002454,-0.5537,0.10787,-1.8113,-2.0249,0.0007,24.06,35.68,24.06,39.74,32.61,15.68,0.004894,4.014,5.6132,0.067912,0.088315,1.59897,2.0,79.949,78.56,63,0,109,46.0
B0006,64,2008-05-02T19:07:48,24.0,3195.12,4.1824,3.4164,2.4204,4.1824,3.4602,1.762,0.2487,0.0002397,-0.5247,0.1083,-1.8038,-2.0134,0.0004,24.44,34.72,24.42,39.04,32.26,14.6,0.004569,3.698,5.5659,0.066744,0.08858,1.58763,2.0,79.381,78.003,63,0,109,45.0
B0006,65,2008-05-02T23:24:17,24.0,3195.31,4.191,3.4175,2.4508,4.191,3.4626,1.7402,0.2466,0.0002421,-0.4705,0.10908,-1.7982,-2.0149,0.001,24.3,35.03,24.3,39.16,32.47,14.86,0.00465,3.788,5.5541,0.066744,0.08858,1.58297,2.0,79.149,77.774,63,0,109,44.0
B0006,66,2008-05-03T04:13:08,24.0,3186.3,4.1816,3.4275,2.393,4.1819,3.4537,1.7886,0.2485,0.0002367,-0.549,0.11011,-1.7858,-2.0141,0.0008,24.12,34.77,24.12,39.2,32.4,15.08,0.004734,3.846,5.4848,0.066413,0.089503,1.56714,2.0,78.357,76.996,63,0,109,43.0
B0006,67,2008-05-03T09:10:19,24.0,3176.44,4.1834,3.4348,2.3939,4.1834,3.4514,1.7895,0.2488,0.0002357,-0.5363,0.1105,-1.7851,-2.0165,0.0006,23.96,34.7,23.95,39.16,32.31,15.2,0.004786,3.882,5.4593,0.066869,0.08981,1.56134,2.0,78.067,76.712,63,0,109,42.0
B0006,68,2008-05-03T14:04:34,24.0,3167.59,4.1824,3.4482,2.4373,4.1829,3.4508,1.7451,0.2453,0.0002318,-0.481,0.11137,-1.7786,-2.0144,-0.0001,23.96,34.6,23.95,39.18,32.35,15.22,0.004805,3.904,5.421,0.067564,0.090933,1.55117,2.0,77.559,76.212,63,0,109,41.0
B0006,69,2008-05-03T18:58:13,24.0,3167.72,4.1826,3.4471,2.3705,4.1826,3.4461,1.8121,0.2493,0.0002322,-0.5539,0.11146,-1.7728,-2.0162,0.0015,24.03,34.66,24.03,39.38,32.47,15.35,0.004846,3.931,5.3966,0.067679,0.090975,1.54067,2.0,77.034,75.696,63,0,109,40.0
B0006,70,2008-05-03T23:42:30,24.0,3159.08,4.1774,3.4551,2.3513,4.1776,3.4418,1.8261,0.2488,0.0002286,-0.5859,0.11188,-1.7602,-2.0224,0.0045,24.05,34.5,24.05,39.45,32.52,15.39,0.004872,3.938,5.3363,0.067973,0.092324,1.52531,2.0,76.266,74.942,63,0,109,39.0
B0006,71,2008-05-04T04:41:40,24.0,3148.83,4.183,3.468,2.4368,4.1832,3.445,1.7461,0.2448,0.000227,-0.4641,0.11275,-1.7653,-2.0157,0.001,24.0,34.59,24.0,39.41,32.52,15.4,0.004892,3.955,5.3358,0.068334,0.092017,1.53016,2.0,76.508,75.18,63,0,109,38.0
B0006,72,2008-05-04T09:40:11,24.0,3149.09,4.1833,3.4711,2.3903,4.1836,3.4412,1.793,0.2475,0.0002261,-0.5142,0.11316,-1.7593,-2.0154,0.0029,23.99,34.48,23.99,39.48,32.54,15.5,0.004921,3.977,5.3109,0.068851,0.092582,1.52466,2.0,76.233,74.909,63,0,109,37.0
B0006,73,2008-05-04T14:38:13,24.0,3140.55,4.1832,3.4883,2.4892,4.1832,3.4436,1.694,0.2406,0.0002212,-0.4004,0.11401,-1.7526,-2.0142,0.0051,23.97,34.32,23.97,39.44,32.56,15.47,0.004925,3.976,5.2756,0.069066,0.093491,1.51455,2.0,75.727,74.413,63,0,109,36.0
